id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,EN_tweet,EN_summarize_txt,JP_summarize_txt
1554439118561505286,1554439118561505286,2022-08-02 21:09:00 東京 (標準時),2022-08-02,21:09:00,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,よーでるよーでるよーでるよーでる！ ZZZぺこちゃんが！ よーでるよーでるよーでるよーでる！ ホロメンみんんが！ 今日はついにぷにぷにでガシャ！ 幸運ウサギと名乗っているからには自分をなんとしてでも出して見せる？ みんなはもうぺこーらゲットした？ まだなら一緒に回そうよ！！！！,ja,[],[],[],296,1790,6357,[],[],https://twitter.com/usadapekora/status/1554439118561505286,False,https://twitter.com/usadapekora/status/1554354373756878848,0,,,,,,,,[],,,,,"Yo-deru-deru-deru-deru-deru-deru! ZZZZ Peco is! Yo-deru-deru-deru-deru-deru-deru! Holomen minnin ga! Today, I finally got a gasha with Puni-Puni-Puni-Puni-De! Since you call yourself Lucky Rabbit, will you show yourself at all costs? Did you guys get Pekora yet? If you haven't, let's spin it together: ！！！！","I got Peco today and I'm really happy about it!",妖怪ウォッチぷにぷにのガチャをして、ぺこらをゲットしてみせます。

1554354373756878848,1554354373756878848,2022-08-02 15:32:15 東京 (標準時),2022-08-02,15:32:15,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,妖怪ウォッチ×ホロライブコラボきｔらああああ✨✨  ぺこーらに課せられたミッションは 自分【兎田ぺこら（アイドル）】を当てること!!  しかしぺこーらは欲張り… 今日はホロメン全員当てたいぺこ😆,ja,[],['https://youtu.be/blosl-GzX-Q'],['https://pbs.twimg.com/media/FZIqvOLaMAYBBsm.jpg'],250,1599,6956,[],[],https://twitter.com/usadapekora/status/1554354373756878848,False,,1,https://pbs.twimg.com/media/FZIqvOLaMAYBBsm.jpg,,,,,,,[],,,,,Yokai Watch x Hololive Collaboration Kittraaaaaa✨✨The mission assigned to Pekora is to guess her [Pekora Usuda (idol)] !! But Pekora is greedy... I want to guess all the Holomen today 😆.,"Pekora is assigned the mission to guess her idol, but she's greedy and wants to guess all of them.",ペコラはアイドルを手に入れるミッションを任されるが、欲張りな彼女はアイドルを全部手に入れようとしている。

1553366927921139712,1553366927921139712,2022-07-30 22:08:30 東京 (標準時),2022-07-30,22:08:30,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,げきうま！げきうま！やばいぐらい物資がうますぎるらしい これはいくしかないぺこだよね？ 危険？危ない？お前じゃ無理だ。 おいおい、何言ってんだい。 ぺこーらの右腕みえねえのか。 このロケランですべてを破壊してやるよ。 ともについてくるやつがいるならついてこい！  報酬はすべてぺこらのもの,ja,[],[],[],244,1432,5185,[],[],https://twitter.com/usadapekora/status/1553366927921139712,False,https://twitter.com/usadapekora/status/1553307313683181570,0,,,,,,,,[],,,,,"intensely satisfying! intensely satisfying! I hear the supplies are too good to be true. Dangerous? Dangerous? You can't do it. Hey, hey, what are you talking about? Don't you see Pekora's right hand? I'll destroy everything with this rockerang. If there's anyone who wants to come with me, come with me!  The reward is all Pekora's!","Pekora is a powerful girl who can destroy anything with her rockerang. She's looking for someone to 
join her, and the reward is all hers!",ペコラはロケランで何でも破壊してしまうパワフルな女の子です。彼女は仲間になる人を探している。報酬はすべて彼女のものです。

1553307313683181570,1553307313683181570,2022-07-30 18:11:37 東京 (標準時),2022-07-30,18:11:37,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,スモール攻略したら 今度はラージ攻略するしかないぺこだよなぁ！？  しかも物資も別格にウマウマらしい✨  そしてそして…ついにロケラン解禁!! こいつで攻略してやるぺこ😋,ja,[],['https://youtu.be/p5THaGL8lWc'],['https://pbs.twimg.com/media/FY5tzUnaIAI2-pg.jpg'],256,1187,5312,[],[],https://twitter.com/usadapekora/status/1553307313683181570,False,,1,https://pbs.twimg.com/media/FY5tzUnaIAI2-pg.jpg,,,,,,,[],,,,,"I'm sure you'll be able to find a way to get the small ones, but now you'll have to get the large ones!  And I hear the supplies are exceptionally good ✨ And finally... I'm going to use my rocket launcher !! to get there.","You'll need to get the large ones, but the supplies are good! You can use a rocket launcher to get there.",大型のものを手に入れる必要がありますが、消耗品は良いものばかりです ロケットランチャーで行けるよ。

1552959851138990080,1552959851138990080,2022-07-29 19:10:55 東京 (標準時),2022-07-29,19:10:55,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,運も実力のうちといわれるが、今日は運じゃなく、ガチで実力で勝ちに行く。 たしかにさっきはぼこぼこにされた。 けどさ、ぺこーらは本当の力を隠している。 役満。見せちゃおっかな。 どうしよっかな？ 一盃口みたい？どうしよっかな？ 見せよっかな！ 勝利をこの手に！！！！！！！！！,ja,[],[],[],237,1390,4717,[],[],https://twitter.com/usadapekora/status/1552959851138990080,False,https://twitter.com/usadapekora/status/1552858956334243841,0,,,,,,,,[],,,,,"It is said that luck is part of skill, but today I was going to win by sheer force, not luck. I was beaten up by Peco and Peco's team. But you know, Pekora is hiding his true power. Yakuman. I'll show you. What should I do? Like Ippai-kuchi? What shall we do? Shall I show you? Let's take the victory in our hands: ！！！！！！！！！","I was beaten up by Peco and his team, but I know that Pekora is hiding his true power. I'm going to show you that I can win by sheer force, not luck. Let's take the victory in our hands!",みんなにボコボコにされましたが、ペコラは本当の力を隠している。運ではなく、実力で勝てることを証明してみせます。勝利をこの手に掴みましょう!

1552858956334243841,1552858956334243841,2022-07-29 12:30:00 東京 (標準時),2022-07-29,12:30:00,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,今日はホロライブメンバー8名による #超越エキシビジョン 本番!!  幸運、そして運だけではないぺこーらが優勝を狙うぺこ！！！！！！！！！！！！！！ 頑張るからみんな応援よろ🐰💪,ja,[],['https://youtu.be/uTV7hqBdSdM'],['https://pbs.twimg.com/media/FYy4BIzaIAA3MtG.jpg'],324,1275,5343,['超越エキシビジョン'],[],https://twitter.com/usadapekora/status/1552858956334243841,False,,1,https://pbs.twimg.com/media/FYy4BIzaIAA3MtG.jpg,,,,,,,[],,,,,"Today is the main #TranscendenceExhibition by 8 members of HOLOLOLIVE !! Peco and others who are lucky and not just lucky are aiming for the win. ！！！！！！！！！！！！！！We will do our best, so please support us 🐰💪.","The Transcendence Exhibition is an event where 8 members of HOLOLOLIVE will compete in a series of events with the aim of winning. Peco and others who are lucky and not just lucky are aiming for the win.",超越展は、ホロリブのメンバー8人が優勝を目指して競い合うイベントです。ペコちゃんをはじめ、運のいい人、悪い人が優勝を目指します。

1551902602320760832,1551902602320760832,2022-07-26 21:09:48 東京 (標準時),2022-07-26,21:09:48,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,あ～オレンジジュース飲みたいな～。 そう、あのスッキリとした飲みごたえのあるオレンジジュース。懐かしき青春の味。 学生の頃飲んだな。学生のころと言ったらモンハン。 夢中になってモンスターを狩り続けたな。 今日はあの学生の頃を思い出したい！ さぁ、立ち上がれ！みんなでモンハンだー！！！,ja,[],[],[],321,1965,6831,[],[],https://twitter.com/usadapekora/status/1551902602320760832,False,https://twitter.com/usadapekora/status/1551874187006193664,0,,,,,,,,[],,,,,"Ahhh, I want a glass of orange juice! Yes, that refreshing and drinkable orange juice. The nostalgic taste of my youth. I used to drink it when I was a student. When I say when I was a student, I mean when I was playing Mon-Hun. I was crazy about hunting monsters. Today, I want to remember those school days! Come on, get up! Let's all go Mon-Hun!","I want to play Mon-Hun because it reminds me of my school days.",学生時代を思い出すので、モンハンをやりたいです。

1551874187006193664,1551874187006193664,2022-07-26 19:16:53 東京 (標準時),2022-07-26,19:16:53,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,シオぺこのお通りじゃああああ！！！ コラボがいつぶりかはもうわからない😆  そんな２人でモンスターを狩りまくる!! きっと楽勝だよね…？きっと・・・！,ja,[],['https://youtu.be/96GQCtzHSfk'],['https://pbs.twimg.com/media/FYlbtVYaUAAfNrU.jpg'],284,1503,6334,[],[],https://twitter.com/usadapekora/status/1551874187006193664,False,,1,https://pbs.twimg.com/media/FYlbtVYaUAAfNrU.jpg,,,,,,,[],,,,,Siopeko here we come!!!!!!!!!!!!!!!!!!!!!!!! I don't know when the last time we collaborated was anymore 😆 These two guys hunt monsters together !! I'm sure it'll be a piece of cake...? I'm sure...!,"Siopeko and I are teaming up to take down some monsters!",シオペコとコンビを組んで、モンスターをやっつけよう

1551141905047896064,1551141905047896064,2022-07-24 18:47:03 東京 (標準時),2022-07-24,18:47:03,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,破壊者に出くわすし ロケランぶっぱなしてくるやつもいる  混沌とした世界になったぺこだねぇ！？  さーて、今日は誰かの家 「壊しちゃお＾＾」,ja,[],['https://youtu.be/4kB_eeHjUA4'],['https://pbs.twimg.com/media/FYbCc6eaAAA2ifS.jpg'],307,1333,5966,[],[],https://twitter.com/usadapekora/status/1551141905047896064,False,,1,https://pbs.twimg.com/media/FYbCc6eaAAA2ifS.jpg,,,,,,,[],,,,,"We run into vandals, some of them shoot rockerangs at us, it's a chaotic world, isn't it!  Well, let's destroy someone's house today!","We vandalize someone's house and shoot rockerangs at them. It's a chaotic world!",人の家を荒らしたり、ロケランを撃ったり。カオスな世界です

1550248796386631680,1550248796386631680,2022-07-22 07:38:09 東京 (標準時),2022-07-22,07:38:09,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,── 兎田ぺこらの朝はシャワーから始まる。  思考をクリアにするこの瞬間は至福のひとときだ。,ja,[],[],[],720,1468,15653,[],[],https://twitter.com/usadapekora/status/1550248796386631680,False,,0,,,,,,,,[],,,,,Pecora Usada's morning begins with a shower.  This moment of clearing my mind is a blissful moment.,"Pecora Usada's morning begins with a shower. This moment of clearing my mind is a blissful moment.",ペコラウサダの朝は、シャワーから始まる。頭がすっきりするこの瞬間が至福の時です。

1548316699513868296,1548316699513868296,2022-07-16 23:40:42 東京 (標準時),2022-07-16,23:40:42,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,デビューして早3年になります。 もう少しで3年。 この3年間いろんなことがありました。 どんなことがあったかな？ わからない、見たくない、後ろを向きたくない。 私はただ前だけを見つめたい。 そう、あなただけを見つめてたい。 そうでしょ？この3年間ずっとあなただけ見てたから…！！！！,ja,[],[],[],358,2738,10486,[],[],https://twitter.com/usadapekora/status/1548316699513868296,False,https://twitter.com/usadapekora/status/1548234989044928513,0,,,,,,,,[],,,,,"It has been three years since my debut. Almost three years. Many things have happened in these three years. What kind of things have happened? I don't know, I don't want to look, I don't want to look back. I just want to look forward. Yes, I want to look only at you. Right? I've been looking only at you for the past three years...！！！！","I've been looking only at you for the past three years.",この3年間、ずっとあなただけを見てきました。

1548234989044928513,1548234989044928513,2022-07-16 18:16:00 東京 (標準時),2022-07-16,18:16:00,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,ついに兎田ぺこらも3周年✨✨ その瞬間をみんなと迎えたいぺこ！  しかも今日はぺこーらの新形態を お披露目しちゃったり😳!?  盛りだくさんの3rd Anniversaryぺこ❣,ja,[],['https://youtu.be/DRdkYwrkPRA'],['https://pbs.twimg.com/media/FXxr2s4agAEbxXR.jpg'],394,2611,10235,[],[],https://twitter.com/usadapekora/status/1548234989044928513,False,,1,https://pbs.twimg.com/media/FXxr2s4agAEbxXR.jpg,,,,,,,[],,,,,"At last, Peco Usada is celebrating its 3rd anniversary✨✨ I want to celebrate this moment with everyone!  And today, we'll be unveiling a new form of Pekola 😳?  We have a lot to celebrate our 3rd Anniversary!","-Peco Usada is celebrating its 3rd anniversary and unveiling a new form of Pekola today!    -There will be a lot of celebrations and events going on, so make sure to check them out!",ペコラウサダは3周年を迎え、本日新しい形のペコラをお披露目します! 祝賀会やイベントも盛りだくさんなので、ぜひチェックしてみてくださいね。

1547492343355506690,1547492343355506690,2022-07-14 17:05:00 東京 (標準時),2022-07-14,17:05:00,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,本日はころさんとコラボ！！！ 1時間で初代マリオどこまでいけるか勝負ぺこおおおおおおおおおおおおおおおおおおおお!!!!  久しぶりの２人…！ ぺこーら、すごく嬉しいぺこ✨,ja,[],['https://youtu.be/A_WpkWV07e4'],['https://pbs.twimg.com/media/FXltyIdaMAA33lD.jpg'],330,1862,7752,[],[],https://twitter.com/usadapekora/status/1547492343355506690,False,,1,https://pbs.twimg.com/media/FXltyIdaMAA33lD.jpg,,,,,,,[],,,,,"Today we collaborated with Korosan! We're going to see how far we can get with the first Mario in an hour...! Peco, I'm so happy Peco✨!","We played the first hour of Mario, and we got pretty far! We had a lot of fun, and we'll definitely be collaborating again in the future! Thanks for playing with us, Peco!",ころさんと久しぶりのコラボすごくうれしいです。1時間で初代マリオをどこまで進められるか勝負します。

1547130620895440896,1547130620895440896,2022-07-13 17:07:38 東京 (標準時),2022-07-13,17:07:38,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,UNO最強は誰だ？！俺ﾀﾞｧ!!!!!!!!  何が起こるかお楽しみ、駆け引きありの カードバトルが今始まろうとしている。  罰ゲームあることいってないけど 負けなければいいぺこよね？🤭,ja,[],['https://www.youtube.com/watch?v=DjFjlSKRzbo'],['https://pbs.twimg.com/media/FXh9P2FagAA-Xvg.jpg'],338,2410,9895,[],[],https://twitter.com/usadapekora/status/1547130620895440896,False,,1,https://pbs.twimg.com/media/FXh9P2FagAA-Xvg.jpg,,,,,,,[],,,,,"Who is the best UNO player?  I didn't say there was a penalty game, but if you don't lose, it's okay Peco, right? I'm sure you'll be fine.","Peco is the best UNO player.",ぺこさんはUNO最強のプレイヤーです。

1546825263270416385,1546825263270416385,2022-07-12 20:54:16 東京 (標準時),2022-07-12,20:54:16,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,ｵﾗｧ!!!!!!!!!!! ﾄﾞｺｯ!!ﾊﾞｷｯ!!ﾍﾟｺｯ!!ﾋｨｺﾞﾒﾝﾅｻｲｨ!!  モンスター狩らせろぺこぉ!!!!,ja,[],['https://youtu.be/8aw0pKC7Djw'],['https://pbs.twimg.com/media/FXdtAndUUAAMhU4.jpg'],236,1321,6685,[],[],https://twitter.com/usadapekora/status/1546825263270416385,False,,1,https://pbs.twimg.com/media/FXdtAndUUAAMhU4.jpg,,,,,,,[],,,,,"Olaa !!!!!!!!!!! Boom! Boom! Pekko! Sorry!  Let me hunt some monsters!","Sorry for the inconvenience, please let me hunt some monsters!",ご迷惑をおかけします！モンスターを狩らせてください！(笑)

1546785641530560513,1546785641530560513,2022-07-12 18:16:49 東京 (標準時),2022-07-12,18:16:49,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,ついに開幕ホロ鯖Rust✨✨ ぺこマリでのりこむぺこおおおお!!  どんな世界が広がっているのか この世界でなにが起こるのか  楽しみぺこですね★,ja,[],['https://youtu.be/8aw0pKC7Djw'],['https://pbs.twimg.com/media/FXdI2AeakAEiXjQ.jpg'],299,1681,7489,[],[],https://twitter.com/usadapekora/status/1546785641530560513,False,,1,https://pbs.twimg.com/media/FXdI2AeakAEiXjQ.jpg,,,,,,,[],,,,,"Finally, the season of Rust in HoloLive server ✨✨✨ Pekomari and I'm going to get in Peko-Oh-oh-oh!! I'm looking forward to seeing what kind of world is spreading and what will happen in this world.","The season of Rust in HoloLive server is finally here and Pekomari and I are excited to see what the world has in store for us! We can't wait to see what happens next!",HoloLiveサーバーのRustの季節がいよいよ到来！ペコマリも私も、どんな世界が待っているのかワクワクしながら見ています。これから何が起こるか楽しみですね。

1546428972837502976,1546428972837502976,2022-07-11 18:39:33 東京 (標準時),2022-07-11,18:39:33,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,告知をかけた究極バトルぺこ😎 ホロメンに負けるわけにはいかない…  しかも、ついにぺこーらにも2.0がキタ!! 今はもう3.0？うるせえええええ！！！！  盛りだくさんの内容！見逃すなあああ🥳,ja,[],['https://youtu.be/ulE2zYowKEo'],['https://pbs.twimg.com/media/FXYCYsIaAAAhxEX.jpg'],289,1436,6135,[],[],https://twitter.com/usadapekora/status/1546428972837502976,False,,1,https://pbs.twimg.com/media/FXYCYsIaAAAhxEX.jpg,,,,,,,[],,,,,Ultimate fight to the right to give notice Peco😎 We can't lose to the holomen... And finally 2.0 for Peco and others !! now already 3.0?  Lots and lots of content! Don't miss it ah🥳!,"Peco is the best and most powerful fighter in the world, and he's going to prove it by taking on all comers in a battle to the death!",ペコは世界一、最強のファイターであることを、あらゆる敵を相手にした死闘で証明するのだ

1542084914849652736,1542084914849652736,2022-06-29 18:57:48 東京 (標準時),2022-06-29,18:57:48,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,今日はこの前ボコボコにされたウォーデンをムーナとリベンジするぺこおおおおおおおおおおおお!!!!!!  準備はばっちし！ 気持ちもばっちり！ いくぞムーナ！！！！！！！！！！！,ja,[],['https://youtu.be/c-YlU_b0r7U'],['https://pbs.twimg.com/media/FWaVpW4aUAAlERc.jpg'],347,1715,7622,[],[],https://twitter.com/usadapekora/status/1542084914849652736,False,,1,https://pbs.twimg.com/media/FWaVpW4aUAAlERc.jpg,,,,,,,[],,,,,Today I'm going to take revenge with Moona on the Warden who beat me up the other day!!!!!!!!!! I'm ready!  Let's go Moona！！！！！！！！！！！,"I'm going to take revenge on the Warden who beat me up the other day with Moona's help!",この間、私をボコボコにしたウォーデンに、ムーナの力を借りて復讐してやるんだ！

