id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,summarize_txt
1553366927921139712,1553366927921139712,2022-07-30 22:08:30 東京 (標準時),2022-07-30,22:08:30,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,げきうま！げきうま！やばいぐらい物資がうますぎるらしい これはいくしかないぺこだよね？ 危険？危ない？お前じゃ無理だ。 おいおい、何言ってんだい。 ぺこーらの右腕みえねえのか。 このロケランですべてを破壊してやるよ。 ともについてくるやつがいるならついてこい！  報酬はすべてぺこらのもの,ja,[],[],[],244,1432,5185,[],[],https://twitter.com/usadapekora/status/1553366927921139712,False,https://twitter.com/usadapekora/status/1553307313683181570,0,,,,,,,,[],,,,,    これはいくしかないぺこだよね？        これは、ぺこらを破壊するためには最良の方法であるという意味です。        あなたは言う。        おいおい、何言ってんだい。        ぺこーらの右腕みえねえのか。        このロケランですべてを破壊してやるよ。        ともについてくるやつがいるならついてこい！        報酬はすべてぺこらのもの    Tl;dr    ポイントは以下の1点です。        これはいくしかないぺこだよね？        これは、ぺこらを破壊するためには最良の方法であるという意味です。        あなたは言う。        おいおい、何言ってんだい。        ぺこーらの右腕みえねえのか。        このロケランですべてを破壊してやるよ。        ともについてくるやつがいるならついてこい！        報酬はすべてぺこらのもの
1553307313683181570,1553307313683181570,2022-07-30 18:11:37 東京 (標準時),2022-07-30,18:11:37,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,スモール攻略したら 今度はラージ攻略するしかないぺこだよなぁ！？  しかも物資も別格にウマウマらしい✨  そしてそして…ついにロケラン解禁‼️ こいつで攻略してやるぺこ😋,ja,[],['https://youtu.be/p5THaGL8lWc'],['https://pbs.twimg.com/media/FY5tzUnaIAI2-pg.jpg'],256,1187,5312,[],[],https://twitter.com/usadapekora/status/1553307313683181570,False,,1,https://pbs.twimg.com/media/FY5tzUnaIAI2-pg.jpg,,,,,,,[],,,,,    - ポイント：スモールステージを攻略したらラージステージを攻略するしかない        また、物資も別格にウマウマらしいので、ロケラン解禁に注目です。
1552959851138990080,1552959851138990080,2022-07-29 19:10:55 東京 (標準時),2022-07-29,19:10:55,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,運も実力のうちといわれるが、今日は運じゃなく、ガチで実力で勝ちに行く。 たしかんみさっきはぼこぼこにされた。 けどさ、ぺこーらは本当の力を隠している。 役満。見せちゃおっかな。 どうしよっかな？ 一盃口みたい？どうしよっかな？ 見せよっかな！ 勝利をこの手に！！！！！！！！！,ja,[],[],[],237,1390,4717,[],[],https://twitter.com/usadapekora/status/1552959851138990080,False,https://twitter.com/usadapekora/status/1552858956334243841,0,,,,,,,,[],,,,,    役満を見せて、勝利を勝ち取る。
1552858956334243841,1552858956334243841,2022-07-29 12:30:00 東京 (標準時),2022-07-29,12:30:00,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,今日はホロライブメンバー8名による #超越エキシビジョン 本番‼️  幸運、そして運だけではないぺこーらが優勝を狙うぺこ！！！！！！！！！！！！！！ 頑張るからみんな応援よろ🐰💪,ja,[],['https://youtu.be/uTV7hqBdSdM'],['https://pbs.twimg.com/media/FYy4BIzaIAA3MtG.jpg'],324,1275,5343,['超越エキシビジョン'],[],https://twitter.com/usadapekora/status/1552858956334243841,False,,1,https://pbs.twimg.com/media/FYy4BIzaIAA3MtG.jpg,,,,,,,[],,,,,    ポイントは以下の1点です。    -ホロライブメンバー8名による #超越エキシビジョン 本番‼️    幸運、そして運だけではないぺこーらが優勝を狙うぺこ！！！！！！！！！！！！！！ 頑張るからみんな応援よろ🐰💪
1551902602320760832,1551902602320760832,2022-07-26 21:09:48 東京 (標準時),2022-07-26,21:09:48,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,あ～オレンジジュース飲みたいな～。 そう、あのスッキリとした飲みごたえのあるオレンジジュース。懐かしき青春の味。 学生の頃飲んだな。学生のころと言ったらモンハン。 夢中になってモンスターを狩り続けたな。 今日はあの学生の頃を思い出したい！ さぁ、立ち上がれ！みんなでモンハンだー！！！,ja,[],[],[],321,1965,6831,[],[],https://twitter.com/usadapekora/status/1551902602320760832,False,https://twitter.com/usadapekora/status/1551874187006193664,0,,,,,,,,[],,,,,    学生時代の記憶をモンスター狩りで思い出したい。
1551874187006193664,1551874187006193664,2022-07-26 19:16:53 東京 (標準時),2022-07-26,19:16:53,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,シオぺこのお通りじゃああああ！！！ コラボがいつぶりかはもうわからない😆  そんな２人でモンスターを狩りまくる‼️ きっと楽勝だよね…？きっと・・・！,ja,[],['https://youtu.be/96GQCtzHSfk'],['https://pbs.twimg.com/media/FYlbtVYaUAAfNrU.jpg'],284,1503,6334,[],[],https://twitter.com/usadapekora/status/1551874187006193664,False,,1,https://pbs.twimg.com/media/FYlbtVYaUAAfNrU.jpg,,,,,,,[],,,,,    ・モンスターを狩る        それ以上です。
1551141905047896064,1551141905047896064,2022-07-24 18:47:03 東京 (標準時),2022-07-24,18:47:03,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,破壊者に出くわすし ロケランぶっぱなしてくるやつもいる  混沌とした世界になったぺこだねぇ！？  さーて、今日は誰かの家 「壊しちゃお＾＾」,ja,[],['https://youtu.be/4kB_eeHjUA4'],['https://pbs.twimg.com/media/FYbCc6eaAAA2ifS.jpg'],307,1333,5966,[],[],https://twitter.com/usadapekora/status/1551141905047896064,False,,1,https://pbs.twimg.com/media/FYbCc6eaAAA2ifS.jpg,,,,,,,[],,,,,    世界は混沌としている    ロケランぶっぱなしてくるやつもいる    さーて、今日は誰かの家 「壊しちゃお＾＾」
1550248796386631680,1550248796386631680,2022-07-22 07:38:09 東京 (標準時),2022-07-22,07:38:09,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,── 兎田ぺこらの朝はシャワーから始まる。  思考をクリアにするこの瞬間は至福のひとときだ。,ja,[],[],[],720,1468,15653,[],[],https://twitter.com/usadapekora/status/1550248796386631680,False,,0,,,,,,,,[],,,,,    朝はシャワーから始まる。    思考をクリアにするこの瞬間は至福のひとときだ。
1548316699513868296,1548316699513868296,2022-07-16 23:40:42 東京 (標準時),2022-07-16,23:40:42,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,デビューして早3年になります。 もう少しで3年。 この3年間いろんなことがありました。 どんなことがあったかな？ わからない、見たくない、後ろを向きたくない。 私はただ前だけを見つめたい。 そう、あなただけを見つめてたい。 そうでしょ？この3年間ずっとあなただけ見てたから…！！！！,ja,[],[],[],358,2738,10486,[],[],https://twitter.com/usadapekora/status/1548316699513868296,False,https://twitter.com/usadapekora/status/1548234989044928513,0,,,,,,,,[],,,,,    この3年間、あなただけを見つめてきました。
1548234989044928513,1548234989044928513,2022-07-16 18:16:00 東京 (標準時),2022-07-16,18:16:00,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,ついに兎田ぺこらも3周年✨✨ その瞬間をみんなと迎えたいぺこ！  しかも今日はぺこーらの新形態を お披露目しちゃったり😳!?  盛りだくさんの3rd Anniversaryぺこ❣,ja,[],['https://youtu.be/DRdkYwrkPRA'],['https://pbs.twimg.com/media/FXxr2s4agAEbxXR.jpg'],394,2611,10235,[],[],https://twitter.com/usadapekora/status/1548234989044928513,False,,1,https://pbs.twimg.com/media/FXxr2s4agAEbxXR.jpg,,,,,,,[],,,,,    3周年という節目を迎えるにあたって、兎田ぺこらは新たな形態を披露した。
1547492343355506690,1547492343355506690,2022-07-14 17:05:00 東京 (標準時),2022-07-14,17:05:00,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,本日はころさんとコラボ！！！ 1時間で初代マリオどこまでいけるか勝負ぺこおおおおおおおおおおおおおおおおおおおお‼️‼️  久しぶりの２人…！ ぺこーら、すごく嬉しいぺこ✨,ja,[],['https://youtu.be/A_WpkWV07e4'],['https://pbs.twimg.com/media/FXltyIdaMAA33lD.jpg'],330,1862,7752,[],[],https://twitter.com/usadapekora/status/1547492343355506690,False,,1,https://pbs.twimg.com/media/FXltyIdaMAA33lD.jpg,,,,,,,[],,,,,    -   任天堂は、これまでにたくさんのゲームをリリースしてきました。        -   それらのゲームの中には、主にマリオやZeldaなどの人気シリーズがあります。        -   任天堂は、コラボレーションをしている企業と提携して新しいゲームを開発しています。        -   これまでにコラボした企業には、NamcoやSegaなどがあります。        -   任天堂は、コラボレーションを通して、ゲームの開発においてイノベーションを起こしています。
1547130620895440896,1547130620895440896,2022-07-13 17:07:38 東京 (標準時),2022-07-13,17:07:38,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,UNO最強は誰だ？！俺ﾀﾞｧ‼️‼️‼️‼️  何が起こるかお楽しみ、駆け引きありの カードバトルが今始まろうとしている。  罰ゲームあることいってないけど 負けなければいいぺこよね？🤭,ja,[],['https://www.youtube.com/watch?v=DjFjlSKRzbo'],['https://pbs.twimg.com/media/FXh9P2FagAA-Xvg.jpg'],338,2410,9895,[],[],https://twitter.com/usadapekora/status/1547130620895440896,False,,1,https://pbs.twimg.com/media/FXh9P2FagAA-Xvg.jpg,,,,,,,[],,,,,    -UNO最強は誰だ？！俺ﾀﾞｧ‼️‼️‼️‼️  何が起こるかお楽しみ、駆け引きありの カードバトルが今始まろうとしている。  罰ゲームあることいってないけど 負けなければいいぺこよね？🤭
1546825263270416385,1546825263270416385,2022-07-12 20:54:16 東京 (標準時),2022-07-12,20:54:16,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,ｵﾗｧ!!!!!!!!!!! ﾄﾞｺｯ!!ﾊﾞｷｯ!!ﾍﾟｺｯ!!ﾋｨｺﾞﾒﾝﾅｻｲｨ!!  モンスター狩らせろぺこぉ‼️‼️,ja,[],['https://youtu.be/8aw0pKC7Djw'],['https://pbs.twimg.com/media/FXdtAndUUAAMhU4.jpg'],236,1321,6685,[],[],https://twitter.com/usadapekora/status/1546825263270416385,False,,1,https://pbs.twimg.com/media/FXdtAndUUAAMhU4.jpg,,,,,,,[],,,,,    オブジェクトは、参照型である。    オブジェクトは、参照型である。    オブジェクトは、参照型である。    オブジェクトは、参照型である。                                                                    以下は、同じ値を持つオブジェクトの参照を比較する例です。        var obj1 = {};    var obj2 = {};        console.log(obj1 === obj2); //false    このサンプルでは、オブジェクトは同じ値を持ちます。ですが、異なるオブジェクトです。        つまり、オブジェクトを比較する場合は、同じオブジェクトであるかどうかを確認する必要があります。    例えば、次の例は同じオブジェクトを参照しているため、trueが返されます。        var obj1 = {};    var obj2 = obj1;        console.log(obj1 === obj2); //true
1546785641530560513,1546785641530560513,2022-07-12 18:16:49 東京 (標準時),2022-07-12,18:16:49,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,ついに開幕ホロ鯖Rust✨✨ ぺこマリでのりこむぺこおおおお‼️  どんな世界が広がっているのか この世界でなにが起こるのか  楽しみぺこですね★,ja,[],['https://youtu.be/8aw0pKC7Djw'],['https://pbs.twimg.com/media/FXdI2AeakAEiXjQ.jpg'],299,1681,7489,[],[],https://twitter.com/usadapekora/status/1546785641530560513,False,,1,https://pbs.twimg.com/media/FXdI2AeakAEiXjQ.jpg,,,,,,,[],,,,,    -     ぺこマリで開幕‼️‼️-    Rustはぺこマリで開幕しました！ まだまだ序盤ですが、この世界で何が起こるのか楽しみです！    ぺこマリは、日本で最も人気のあるゲームサーバーです。    ぺこマリでは、日本語でサーバーに参加することができます。
1546428972837502976,1546428972837502976,2022-07-11 18:39:33 東京 (標準時),2022-07-11,18:39:33,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,告知をかけた究極バトルぺこ😎 ホロメンに負けるわけにはいかない…  しかも、ついにぺこーらにも2.0がキタ‼️ 今はもう3.0？うるせえええええ！！！！  盛りだくさんの内容！見逃すなあああ🥳,ja,[],['https://youtu.be/ulE2zYowKEo'],['https://pbs.twimg.com/media/FXYCYsIaAAAhxEX.jpg'],289,1436,6135,[],[],https://twitter.com/usadapekora/status/1546428972837502976,False,,1,https://pbs.twimg.com/media/FXYCYsIaAAAhxEX.jpg,,,,,,,[],,,,,    ホロメンに負けるわけにはいかない…        ということです。
1542084914849652736,1542084914849652736,2022-06-29 18:57:48 東京 (標準時),2022-06-29,18:57:48,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,今日はこの前ボコボコにされたウォーデンをムーナとリベンジするぺこおおおおおおおおおおおお‼️‼️‼️  準備はばっちし！ 気持ちもばっちり！ いくぞムーナ！！！！！！！！！！！,ja,[],['https://youtu.be/c-YlU_b0r7U'],['https://pbs.twimg.com/media/FWaVpW4aUAAlERc.jpg'],347,1715,7622,[],[],https://twitter.com/usadapekora/status/1542084914849652736,False,,1,https://pbs.twimg.com/media/FWaVpW4aUAAlERc.jpg,,,,,,,[],,,,,    気持ちをばっちりする        いくぞムーナ！！！！！！！！！！！
1541360924397039616,1541360924397039616,2022-06-27 19:00:56 東京 (標準時),2022-06-27,19:00:56,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,今日は二郎をテイクアウトしたから配信で食べるぺこ‼️  ジロリアンのみんな オススメの味変とかがあったらリプでよろ！！！  お店の感じやら語りながらみんなで食べるぺこおおおおおおおおおおおおお✨✨,ja,[],['https://youtu.be/np69EW1z0BU'],['https://pbs.twimg.com/media/FWQCB6-acAIoUQ2.jpg'],324,1980,8926,[],[],https://twitter.com/usadapekora/status/1541360924397039616,False,,1,https://pbs.twimg.com/media/FWQCB6-acAIoUQ2.jpg,,,,,,,[],,,,,    ・二郎をテイクアウトした        以上です。
1540292097009647616,1540292097009647616,2022-06-24 20:13:47 東京 (標準時),2022-06-24,20:13:47,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,久しぶりのスマブラ！！ 休み明けのぺこーらの実力は如何に…  もしかしたらめっちゃ強くなってるかもしれないぺこなぁ⁉️⁉️⁉️  今日の配信１５分くらいで終わったらごめんぺこｗ,ja,[],['https://youtu.be/ukB9CL_o9lg'],['https://pbs.twimg.com/media/FWA3epwagAIz_1O.jpg'],307,1288,5854,[],[],https://twitter.com/usadapekora/status/1540292097009647616,False,,1,https://pbs.twimg.com/media/FWA3epwagAIz_1O.jpg,,,,,,,[],,,,,    1) ゲームについて    スマブラは、最近よく知られているバトルロイヤルゲームです。    一人でも、または友達と協力してプレイすることができます。    目的は、相手を倒して、最後に残っているプレイヤーになることです。        2) スマブラについて    スマブラは、Nintendo Switch用ゲーム機の『スーパーマリオ Odyssey』や『マリオカート 8 デラックス』などと同様に、コントローラーを使用してプレイすることができます。    また、スマブラには、『スーパーマリオ Odyssey』の主人公マリオや『マリオカート 8 デラックス』のキャラクターであるドンキーコングなどの他のNintendoキャラクターも登場します。    スマブラは、Nintendo Switch用ゲーム機ではなく、Wii U用ゲーム機やNintendo 3DS用ゲーム機などにも発売されています。        3) スマブラの基本ルール    スマブラの基本的なルールは、以下の3つです。        ・プレイヤーは、コントローラーを使用してキャラクターを動かします。    ・キャラクターは、相手を倒すために攻撃する
1539199845466275840,1539199845466275840,2022-06-21 19:53:34 東京 (標準時),2022-06-21,19:53:34,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,前回苦しめられたウォーデン… ぺこーらは帰ってきたぺこだぞ‼️‼️  作戦があるんだよ… 君を倒す作戦がなぁ！！！！！！  超大量のエンドクリスタルでぐちゃぐちゃにしてやるぺこ‼️ﾍﾟｰｺﾍﾟｺﾍﾟｺﾍﾟｰｺﾍﾟｺﾍﾟ,ja,[],['https://youtu.be/KTDQJxkrt7Q'],['https://pbs.twimg.com/media/FVxVV9baMAEZtyo.jpg'],344,1334,6305,[],[],https://twitter.com/usadapekora/status/1539199845466275840,False,,1,https://pbs.twimg.com/media/FVxVV9baMAEZtyo.jpg,,,,,,,[],,,,,    1) ウォーデンは「苦しめられた」        2) 「作戦がある」ので、君を倒すことができる        3) 大量のエンドクリスタルで、ぐちゃぐちゃにしてやるぺこ
1538817424690409472,1538817424690409472,2022-06-20 18:33:58 東京 (標準時),2022-06-20,18:33:58,+0900,1133215093246664706,usadapekora,兎田ぺこら👯‍♀️新曲｢ララララビット！！｣歌ったぺこ！,,皆さんは知っていますか？ 伝説の料理「龍の髭」を‼️‼️‼️  1本…2本…4本…8本…16本… 最後には1万6千本以上の髭を作るぺこ💪✨  新人龍の髭職人ぺこーらの技をご覧あれ！,ja,[],['https://youtu.be/hRqaoj2WMv0'],['https://pbs.twimg.com/media/FVr4_-AaMAAtOIr.jpg'],391,1590,7163,[],[],https://twitter.com/usadapekora/status/1538817424690409472,False,,1,https://pbs.twimg.com/media/FVr4_-AaMAAtOIr.jpg,,,,,,,[],,,,,    ・伝説の料理「龍の髭」を…1本…2本…4本…8本…16本… 最後には1万6千本以上の髭を作るぺこ💪✨        この1点です。    伝説の料理「龍の髭」を…1本…2本…4本…8本…16本… 最後には1万6千本以上の髭を作るぺこ💪✨    この料理は、1本…2本…4本…8本…16本…最後には1万6千本以上の髭を作るぺこ💪✨という特徴があります。
